fecha,producto,categoria,unidades_vendidas,clima,evento_especial,promocion,precio_unitario,total_ventas,mes,estacion
2020-02-24,Producto B,Categoria 1,440,Lluvia,Semana Santa,Sin promoción,7,3080,2,Invierno
2020-02-24,Producto C,Categoria 3,856,Soleado,Navidad,Sin promoción,39,33384,2,Invierno
2020-02-24,Producto D,Categoria 1,471,Soleado,Semana Santa,Sin promoción,12,5652,2,Invierno
2020-02-24,Producto E,Categoria 2,653,Soleado,Black Friday,Descuento,31,20243,2,Invierno
2020-02-25,Producto A,Categoria 2,628,Nublado,Semana Santa,Descuento,48,30144,2,Invierno
2020-02-25,Producto B,Categoria 1,555,Nevado,Semana Santa,Sin promoción,19,10545,2,Invierno
2020-02-25,Producto C,Categoria 1,712,Nublado,Black Friday,Sin promoción,13,9256,2,Invierno
2020-02-25,Producto D,Categoria 2,781,Nevado,Black Friday,Sin promoción,6,4686,2,Invierno
2020-02-25,Producto E,Categoria 3,121,Nevado,Lunes de Pascua,Descuento,25,3025,2,Invierno
2020-02-26,Producto A,Categoria 2,509,Nublado,Navidad,Sin promoción,36,18324,2,Invierno
2020-02-26,Producto B,Categoria 3,634,Soleado,Black Friday,Descuento,26,16484,2,Invierno
2020-02-26,Producto C,Categoria 3,370,Nevado,Black Friday,Descuento,36,13320,2,Invierno
2020-02-26,Producto D,Categoria 3,383,Nevado,Semana Santa,Sin promoción,44,16852,2,Invierno
2020-02-26,Producto E,Categoria 2,762,Nevado,Black Friday,Sin promoción,45,34290,2,Invierno
2020-02-27,Producto A,Categoria 1,518,Nublado,Black Friday,Descuento,26,13468,2,Invierno
2020-02-27,Producto B,Categoria 3,513,Nublado,Navidad,Sin promoción,38,19494,2,Invierno
2020-02-27,Producto C,Categoria 2,663,Lluvia,Semana Santa,Descuento,7,4641,2,Invierno
2020-02-27,Producto D,Categoria 3,544,Nublado,Black Friday,Sin promoción,36,19584,2,Invierno
2020-02-27,Producto E,Categoria 1,526,Nublado,Semana Santa,Sin promoción,32,16832,2,Invierno
2020-02-28,Producto A,Categoria 2,56,Nevado,Ninguno,Descuento,15,840,2,Invierno
2020-02-28,Producto B,Categoria 2,378,Nublado,Navidad,Descuento,45,17010,2,Invierno
2020-02-28,Producto C,Categoria 2,61,Nublado,Ninguno,Sin promoción,27,1647,2,Invierno
2020-02-28,Producto D,Categoria 1,199,Soleado,Lunes de Pascua,Descuento,40,7960,2,Invierno
2020-02-28,Producto E,Categoria 1,358,Nevado,Lunes de Pascua,Descuento,36,12888,2,Invierno
2020-02-29,Producto A,Categoria 3,861,Nevado,Navidad,Sin promoción,26,22386,2,Invierno
2020-02-29,Producto B,Categoria 1,581,Nevado,Black Friday,Descuento,39,22659,2,Invierno
2020-02-29,Producto C,Categoria 1,832,Soleado,Black Friday,Descuento,35,29120,2,Invierno
2020-02-29,Producto D,Categoria 2,209,Soleado,Semana Santa,Descuento,28,5852,2,Invierno
2020-02-29,Producto E,Categoria 2,199,Soleado,Ninguno,Sin promoción,38,7562,2,Invierno
2020-03-01,Producto A,Categoria 2,811,Lluvia,Navidad,Sin promoción,16,12976,3,Primavera
2020-03-01,Producto B,Categoria 3,518,Soleado,Navidad,Sin promoción,39,20202,3,Primavera
2020-03-01,Producto C,Categoria 2,277,Nevado,Semana Santa,Sin promoción,48,13296,3,Primavera
2020-03-01,Producto D,Categoria 2,582,Nublado,Navidad,Descuento,18,10476,3,Primavera
2020-03-01,Producto E,Categoria 3,411,Soleado,Semana Santa,Sin promoción,29,11919,3,Primavera
2020-03-02,Producto A,Categoria 1,738,Nevado,Navidad,Descuento,5,3690,3,Primavera
2020-03-02,Producto B,Categoria 1,277,Lluvia,Ninguno,Sin promoción,20,5540,3,Primavera
2020-03-02,Producto C,Categoria 2,741,Soleado,Navidad,Sin promoción,24,17784,3,Primavera
2020-03-02,Producto D,Categoria 3,596,Nevado,Black Friday,Descuento,47,28012,3,Primavera
2020-03-02,Producto E,Categoria 1,282,Lluvia,Lunes de Pascua,Sin promoción,48,13536,3,Primavera
2020-03-03,Producto A,Categoria 3,710,Lluvia,Semana Santa,Descuento,6,4260,3,Primavera
2020-03-03,Producto B,Categoria 1,379,Lluvia,Lunes de Pascua,Sin promoción,5,1895,3,Primavera
2020-03-03,Producto C,Categoria 3,196,Lluvia,Lunes de Pascua,Descuento,37,7252,3,Primavera
2020-03-03,Producto D,Categoria 1,584,Lluvia,Semana Santa,Sin promoción,47,27448,3,Primavera
2020-03-03,Producto E,Categoria 2,718,Nublado,Black Friday,Sin promoción,43,30874,3,Primavera
2020-03-04,Producto A,Categoria 3,456,Nevado,Ninguno,Sin promoción,48,21888,3,Primavera
2020-03-04,Producto B,Categoria 2,385,Nevado,Lunes de Pascua,Sin promoción,46,17710,3,Primavera
2020-03-04,Producto C,Categoria 3,641,Nevado,Navidad,Descuento,33,21153,3,Primavera
2020-03-04,Producto D,Categoria 2,708,Soleado,Navidad,Descuento,22,15576,3,Primavera
2020-03-04,Producto E,Categoria 1,865,Nublado,Black Friday,Sin promoción,5,4325,3,Primavera
2020-03-05,Producto A,Categoria 3,199,Lluvia,Lunes de Pascua,Sin promoción,32,6368,3,Primavera
2020-03-05,Producto B,Categoria 2,506,Nublado,Black Friday,Descuento,17,8602,3,Primavera
2020-03-05,Producto C,Categoria 1,416,Soleado,Lunes de Pascua,Descuento,42,17472,3,Primavera
2020-03-05,Producto D,Categoria 2,131,Nevado,Ninguno,Sin promoción,17,2227,3,Primavera
2020-03-05,Producto E,Categoria 1,400,Lluvia,Ninguno,Descuento,28,11200,3,Primavera
2020-03-06,Producto A,Categoria 2,456,Nublado,Black Friday,Descuento,16,7296,3,Primavera
2020-03-06,Producto B,Categoria 2,417,Lluvia,Lunes de Pascua,Descuento,36,15012,3,Primavera
2020-03-06,Producto C,Categoria 1,584,Lluvia,Semana Santa,Sin promoción,14,8176,3,Primavera
2020-03-06,Producto D,Categoria 2,615,Nublado,Black Friday,Descuento,12,7380,3,Primavera
2020-03-06,Producto E,Categoria 2,395,Nublado,Semana Santa,Descuento,29,11455,3,Primavera
2020-03-07,Producto A,Categoria 1,349,Nublado,Lunes de Pascua,Descuento,40,13960,3,Primavera
2020-03-07,Producto B,Categoria 3,710,Lluvia,Navidad,Sin promoción,27,19170,3,Primavera
2020-03-07,Producto C,Categoria 3,492,Lluvia,Lunes de Pascua,Sin promoción,40,19680,3,Primavera
2020-03-07,Producto D,Categoria 3,361,Lluvia,Semana Santa,Descuento,18,6498,3,Primavera
2020-03-07,Producto E,Categoria 1,76,Nevado,Lunes de Pascua,Sin promoción,33,2508,3,Primavera
2020-03-08,Producto A,Categoria 3,193,Nevado,Ninguno,Sin promoción,46,8878,3,Primavera
2020-03-08,Producto B,Categoria 2,457,Nublado,Navidad,Descuento,30,13710,3,Primavera
2020-03-08,Producto C,Categoria 1,400,Nublado,Ninguno,Descuento,48,19200,3,Primavera
2020-03-08,Producto D,Categoria 2,202,Lluvia,Lunes de Pascua,Descuento,46,9292,3,Primavera
2020-03-08,Producto E,Categoria 1,529,Nublado,Semana Santa,Sin promoción,5,2645,3,Primavera
2020-03-09,Producto A,Categoria 1,424,Nublado,Ninguno,Descuento,26,11024,3,Primavera
2020-03-09,Producto B,Categoria 2,207,Soleado,Semana Santa,Descuento,14,2898,3,Primavera
2020-03-09,Producto C,Categoria 2,154,Soleado,Lunes de Pascua,Sin promoción,20,3080,3,Primavera
2020-03-09,Producto D,Categoria 1,117,Nublado,Ninguno,Descuento,28,3276,3,Primavera
2020-03-09,Producto E,Categoria 3,439,Nevado,Semana Santa,Descuento,22,9658,3,Primavera
2020-03-10,Producto A,Categoria 3,929,Nevado,Navidad,Descuento,9,8361,3,Primavera
2020-03-10,Producto B,Categoria 3,317,Soleado,Ninguno,Sin promoción,25,7925,3,Primavera
2020-03-10,Producto C,Categoria 1,468,Nublado,Lunes de Pascua,Descuento,32,14976,3,Primavera
2020-03-10,Producto D,Categoria 3,127,Nevado,Ninguno,Sin promoción,17,2159,3,Primavera
2020-03-10,Producto E,Categoria 1,875,Soleado,Black Friday,Sin promoción,25,21875,3,Primavera
2020-03-11,Producto A,Categoria 2,672,Lluvia,Navidad,Sin promoción,15,10080,3,Primavera
2020-03-11,Producto B,Categoria 3,235,Nevado,Semana Santa,Sin promoción,30,7050,3,Primavera
2020-03-11,Producto C,Categoria 2,85,Nublado,Lunes de Pascua,Sin promoción,44,3740,3,Primavera
2020-03-11,Producto D,Categoria 1,335,Soleado,Semana Santa,Descuento,10,3350,3,Primavera
2020-03-11,Producto E,Categoria 1,278,Lluvia,Semana Santa,Descuento,9,2502,3,Primavera
2020-03-12,Producto A,Categoria 3,279,Nevado,Lunes de Pascua,Sin promoción,12,3348,3,Primavera
2020-03-12,Producto B,Categoria 2,314,Lluvia,Semana Santa,Descuento,10,3140,3,Primavera
2020-03-12,Producto C,Categoria 2,402,Lluvia,Semana Santa,Sin promoción,27,10854,3,Primavera
2020-03-12,Producto D,Categoria 2,253,Nevado,Semana Santa,Sin promoción,17,4301,3,Primavera
2020-03-12,Producto E,Categoria 1,695,Lluvia,Black Friday,Descuento,20,13900,3,Primavera
2020-03-13,Producto A,Categoria 1,167,Nevado,Semana Santa,Sin promoción,34,5678,3,Primavera
2020-03-13,Producto B,Categoria 1,360,Lluvia,Semana Santa,Descuento,44,15840,3,Primavera
2020-03-13,Producto C,Categoria 1,482,Soleado,Lunes de Pascua,Sin promoción,12,5784,3,Primavera
2020-03-13,Producto D,Categoria 3,558,Nevado,Black Friday,Descuento,38,21204,3,Primavera
2020-03-13,Producto E,Categoria 1,365,Nublado,Semana Santa,Descuento,45,16425,3,Primavera
2020-03-14,Producto A,Categoria 1,498,Nublado,Ninguno,Descuento,15,7470,3,Primavera
2020-03-14,Producto B,Categoria 3,821,Nevado,Navidad,Sin promoción,39,32019,3,Primavera
2020-03-14,Producto C,Categoria 2,472,Lluvia,Semana Santa,Descuento,46,21712,3,Primavera
2020-03-14,Producto D,Categoria 2,207,Nublado,Lunes de Pascua,Descuento,28,5796,3,Primavera
2020-03-14,Producto E,Categoria 2,56,Nublado,Ninguno,Sin promoción,18,1008,3,Primavera
2020-03-15,Producto A,Categoria 1,136,Lluvia,Lunes de Pascua,Descuento,39,5304,3,Primavera
2020-03-15,Producto B,Categoria 2,414,Nublado,Semana Santa,Sin promoción,29,12006,3,Primavera
2020-03-15,Producto C,Categoria 2,383,Soleado,Lunes de Pascua,Sin promoción,35,13405,3,Primavera
2020-03-15,Producto D,Categoria 2,480,Soleado,Lunes de Pascua,Sin promoción,45,21600,3,Primavera
2020-03-15,Producto E,Categoria 2,471,Soleado,Lunes de Pascua,Descuento,38,17898,3,Primavera
2020-03-16,Producto A,Categoria 1,655,Lluvia,Semana Santa,Descuento,36,23580,3,Primavera
2020-03-16,Producto B,Categoria 1,552,Lluvia,Semana Santa,Sin promoción,36,19872,3,Primavera
2020-03-16,Producto C,Categoria 1,454,Lluvia,Navidad,Sin promoción,23,10442,3,Primavera
2020-03-16,Producto D,Categoria 2,897,Nublado,Black Friday,Sin promoción,35,31395,3,Primavera
2020-03-16,Producto E,Categoria 3,178,Soleado,Ninguno,Descuento,13,2314,3,Primavera
2020-03-17,Producto A,Categoria 2,129,Nublado,Ninguno,Descuento,20,2580,3,Primavera
2020-03-17,Producto B,Categoria 1,205,Nevado,Semana Santa,Descuento,41,8405,3,Primavera
2020-03-17,Producto C,Categoria 3,492,Nevado,Semana Santa,Descuento,42,20664,3,Primavera
2020-03-17,Producto D,Categoria 3,240,Nublado,Lunes de Pascua,Sin promoción,39,9360,3,Primavera
2020-03-17,Producto E,Categoria 3,338,Lluvia,Semana Santa,Sin promoción,9,3042,3,Primavera
2020-03-18,Producto A,Categoria 2,753,Lluvia,Navidad,Sin promoción,42,31626,3,Primavera
2020-03-18,Producto B,Categoria 3,675,Soleado,Navidad,Descuento,17,11475,3,Primavera
2020-03-18,Producto C,Categoria 1,642,Nublado,Navidad,Descuento,22,14124,3,Primavera
2020-03-18,Producto D,Categoria 1,419,Soleado,Semana Santa,Descuento,25,10475,3,Primavera
2020-03-18,Producto E,Categoria 3,539,Soleado,Navidad,Sin promoción,22,11858,3,Primavera
2020-03-19,Producto A,Categoria 3,509,Soleado,Lunes de Pascua,Sin promoción,46,23414,3,Primavera
2020-03-19,Producto B,Categoria 1,154,Nublado,Lunes de Pascua,Descuento,21,3234,3,Primavera
2020-03-19,Producto C,Categoria 1,443,Soleado,Black Friday,Sin promoción,14,6202,3,Primavera
2020-03-19,Producto D,Categoria 2,453,Nublado,Semana Santa,Sin promoción,15,6795,3,Primavera
2020-03-19,Producto E,Categoria 3,249,Nublado,Ninguno,Sin promoción,19,4731,3,Primavera
2020-03-20,Producto A,Categoria 1,118,Nevado,Lunes de Pascua,Descuento,36,4248,3,Primavera
2020-03-20,Producto B,Categoria 1,473,Lluvia,Lunes de Pascua,Sin promoción,27,12771,3,Primavera
2020-03-20,Producto C,Categoria 3,501,Soleado,Lunes de Pascua,Descuento,28,14028,3,Primavera
2020-03-20,Producto D,Categoria 1,520,Soleado,Semana Santa,Descuento,15,7800,3,Primavera
2020-03-20,Producto E,Categoria 3,177,Lluvia,Ninguno,Sin promoción,9,1593,3,Primavera
2020-03-21,Producto A,Categoria 1,579,Nublado,Navidad,Sin promoción,21,12159,3,Primavera
2020-03-21,Producto B,Categoria 3,747,Nevado,Black Friday,Descuento,40,29880,3,Primavera
2020-03-21,Producto C,Categoria 2,584,Nevado,Black Friday,Descuento,14,8176,3,Primavera
2020-03-21,Producto D,Categoria 1,419,Nevado,Semana Santa,Descuento,36,15084,3,Primavera
2020-03-21,Producto E,Categoria 3,169,Nevado,Semana Santa,Sin promoción,19,3211,3,Primavera
2020-03-22,Producto A,Categoria 1,525,Nevado,Navidad,Descuento,29,15225,3,Primavera
2020-03-22,Producto B,Categoria 2,405,Nublado,Semana Santa,Sin promoción,36,14580,3,Primavera
2020-03-22,Producto C,Categoria 3,775,Nublado,Black Friday,Sin promoción,36,27900,3,Primavera
2020-03-22,Producto D,Categoria 2,565,Lluvia,Black Friday,Sin promoción,25,14125,3,Primavera
2020-03-22,Producto E,Categoria 1,441,Nublado,Lunes de Pascua,Sin promoción,44,19404,3,Primavera
2020-03-23,Producto A,Categoria 2,481,Lluvia,Semana Santa,Sin promoción,26,12506,3,Primavera
2020-03-23,Producto B,Categoria 1,590,Soleado,Navidad,Sin promoción,35,20650,3,Primavera
2020-03-23,Producto C,Categoria 3,525,Lluvia,Semana Santa,Descuento,37,19425,3,Primavera
2020-03-23,Producto D,Categoria 3,511,Lluvia,Ninguno,Descuento,43,21973,3,Primavera
2020-03-23,Producto E,Categoria 3,210,Soleado,Lunes de Pascua,Descuento,12,2520,3,Primavera
2020-03-24,Producto A,Categoria 1,498,Nevado,Lunes de Pascua,Descuento,8,3984,3,Primavera
2020-03-24,Producto B,Categoria 3,489,Nevado,Navidad,Sin promoción,31,15159,3,Primavera
2020-03-24,Producto C,Categoria 3,347,Nublado,Black Friday,Sin promoción,46,15962,3,Primavera
2020-03-24,Producto D,Categoria 2,196,Nublado,Semana Santa,Descuento,24,4704,3,Primavera
2020-03-24,Producto E,Categoria 3,119,Nevado,Ninguno,Descuento,23,2737,3,Primavera
2020-03-25,Producto A,Categoria 1,533,Nublado,Semana Santa,Descuento,24,12792,3,Primavera
2020-03-25,Producto B,Categoria 2,342,Nevado,Ninguno,Sin promoción,42,14364,3,Primavera
2020-03-25,Producto C,Categoria 1,87,Nublado,Lunes de Pascua,Sin promoción,8,696,3,Primavera
2020-03-25,Producto D,Categoria 1,287,Soleado,Semana Santa,Descuento,33,9471,3,Primavera
2020-03-25,Producto E,Categoria 2,309,Lluvia,Lunes de Pascua,Sin promoción,8,2472,3,Primavera
2020-03-26,Producto A,Categoria 2,489,Nevado,Navidad,Sin promoción,23,11247,3,Primavera
2020-03-26,Producto B,Categoria 1,296,Lluvia,Ninguno,Sin promoción,34,10064,3,Primavera
2020-03-26,Producto C,Categoria 2,405,Nublado,Lunes de Pascua,Descuento,23,9315,3,Primavera
2020-03-26,Producto D,Categoria 1,510,Nevado,Black Friday,Descuento,32,16320,3,Primavera
2020-03-26,Producto E,Categoria 3,231,Lluvia,Ninguno,Descuento,37,8547,3,Primavera
2020-03-27,Producto A,Categoria 1,435,Nublado,Semana Santa,Sin promoción,31,13485,3,Primavera
2020-03-27,Producto B,Categoria 3,516,Nublado,Semana Santa,Descuento,30,15480,3,Primavera
2020-03-27,Producto C,Categoria 1,375,Soleado,Semana Santa,Descuento,47,17625,3,Primavera
2020-03-27,Producto D,Categoria 1,386,Nublado,Lunes de Pascua,Sin promoción,49,18914,3,Primavera
2020-03-27,Producto E,Categoria 3,119,Soleado,Ninguno,Sin promoción,9,1071,3,Primavera
2020-03-28,Producto A,Categoria 1,98,Nevado,Lunes de Pascua,Sin promoción,25,2450,3,Primavera
2020-03-28,Producto B,Categoria 2,119,Nevado,Lunes de Pascua,Sin promoción,30,3570,3,Primavera
2020-03-28,Producto C,Categoria 2,520,Lluvia,Navidad,Descuento,10,5200,3,Primavera
2020-03-28,Producto D,Categoria 1,393,Nublado,Semana Santa,Sin promoción,35,13755,3,Primavera
2020-03-28,Producto E,Categoria 1,457,Nevado,Lunes de Pascua,Sin promoción,48,21936,3,Primavera
2020-03-29,Producto A,Categoria 2,366,Nublado,Semana Santa,Descuento,32,11712,3,Primavera
2020-03-29,Producto B,Categoria 2,830,Nevado,Navidad,Sin promoción,35,29050,3,Primavera
2020-03-29,Producto C,Categoria 2,111,Soleado,Lunes de Pascua,Sin promoción,49,5439,3,Primavera
2020-03-29,Producto D,Categoria 3,632,Nevado,Navidad,Sin promoción,8,5056,3,Primavera
2020-03-29,Producto E,Categoria 2,143,Soleado,Ninguno,Descuento,22,3146,3,Primavera
2020-03-30,Producto A,Categoria 3,203,Nevado,Lunes de Pascua,Sin promoción,48,9744,3,Primavera
2020-03-30,Producto B,Categoria 2,97,Soleado,Lunes de Pascua,Sin promoción,9,873,3,Primavera
2020-03-30,Producto C,Categoria 3,752,Lluvia,Navidad,Descuento,8,6016,3,Primavera
2020-03-30,Producto D,Categoria 3,623,Nublado,Black Friday,Descuento,21,13083,3,Primavera
2020-03-30,Producto E,Categoria 1,824,Soleado,Navidad,Sin promoción,21,17304,3,Primavera
2020-03-31,Producto A,Categoria 2,583,Nublado,Navidad,Descuento,6,3498,3,Primavera
2020-03-31,Producto B,Categoria 2,676,Nevado,Black Friday,Sin promoción,20,13520,3,Primavera
2020-03-31,Producto C,Categoria 3,679,Soleado,Semana Santa,Sin promoción,14,9506,3,Primavera
2020-03-31,Producto D,Categoria 3,98,Nevado,Ninguno,Descuento,36,3528,3,Primavera
2020-03-31,Producto E,Categoria 3,630,Soleado,Semana Santa,Sin promoción,19,11970,3,Primavera
2020-04-01,Producto A,Categoria 1,504,Lluvia,Semana Santa,Sin promoción,32,16128,4,Primavera
2020-04-01,Producto B,Categoria 2,552,Soleado,Navidad,Descuento,37,20424,4,Primavera
2020-04-01,Producto C,Categoria 2,216,Nevado,Ninguno,Sin promoción,27,5832,4,Primavera
2020-04-01,Producto D,Categoria 1,1006,Lluvia,Navidad,Descuento,16,16096,4,Primavera
2020-04-01,Producto E,Categoria 2,481,Nevado,Semana Santa,Sin promoción,41,19721,4,Primavera
2020-04-02,Producto A,Categoria 1,885,Nevado,Black Friday,Descuento,44,38940,4,Primavera
2020-04-02,Producto B,Categoria 2,418,Nublado,Semana Santa,Sin promoción,11,4598,4,Primavera
2020-04-02,Producto C,Categoria 3,212,Soleado,Ninguno,Descuento,42,8904,4,Primavera
2020-04-02,Producto D,Categoria 1,357,Nevado,Black Friday,Descuento,36,12852,4,Primavera
2020-04-02,Producto E,Categoria 3,574,Soleado,Semana Santa,Sin promoción,13,7462,4,Primavera
2020-04-03,Producto A,Categoria 3,378,Nublado,Black Friday,Descuento,34,12852,4,Primavera
2020-04-03,Producto B,Categoria 1,345,Nublado,Semana Santa,Sin promoción,31,10695,4,Primavera
2020-04-03,Producto C,Categoria 1,279,Soleado,Ninguno,Descuento,24,6696,4,Primavera
2020-04-03,Producto D,Categoria 2,238,Nublado,Lunes de Pascua,Descuento,32,7616,4,Primavera
2020-04-03,Producto E,Categoria 1,680,Soleado,Semana Santa,Sin promoción,48,32640,4,Primavera
2020-04-04,Producto A,Categoria 1,917,Lluvia,Navidad,Descuento,28,25676,4,Primavera
2020-04-04,Producto B,Categoria 2,335,Nublado,Ninguno,Sin promoción,30,10050,4,Primavera
2020-04-04,Producto C,Categoria 1,828,Nevado,Navidad,Sin promoción,38,31464,4,Primavera
2020-04-04,Producto D,Categoria 1,678,Lluvia,Navidad,Sin promoción,26,17628,4,Primavera
2020-04-04,Producto E,Categoria 1,613,Soleado,Semana Santa,Descuento,39,23907,4,Primavera
2020-04-05,Producto A,Categoria 1,467,Nevado,Lunes de Pascua,Sin promoción,6,2802,4,Primavera
2020-04-05,Producto B,Categoria 3,641,Nevado,Semana Santa,Descuento,13,8333,4,Primavera
2020-04-05,Producto C,Categoria 1,491,Nevado,Ninguno,Sin promoción,29,14239,4,Primavera
2020-04-05,Producto D,Categoria 3,362,Nublado,Lunes de Pascua,Descuento,18,6516,4,Primavera
2020-04-05,Producto E,Categoria 1,803,Lluvia,Black Friday,Descuento,22,17666,4,Primavera
2020-04-06,Producto A,Categoria 3,492,Soleado,Ninguno,Descuento,38,18696,4,Primavera
2020-04-06,Producto B,Categoria 2,538,Nublado,Semana Santa,Descuento,39,20982,4,Primavera
2020-04-06,Producto C,Categoria 3,418,Nublado,Ninguno,Sin promoción,29,12122,4,Primavera
2020-04-06,Producto D,Categoria 2,633,Nublado,Black Friday,Descuento,13,8229,4,Primavera
2020-04-06,Producto E,Categoria 1,530,Lluvia,Black Friday,Descuento,42,22260,4,Primavera
2020-04-07,Producto A,Categoria 1,516,Soleado,Semana Santa,Sin promoción,37,19092,4,Primavera
2020-04-07,Producto B,Categoria 1,276,Nublado,Ninguno,Descuento,45,12420,4,Primavera
2020-04-07,Producto C,Categoria 3,580,Nublado,Black Friday,Sin promoción,6,3480,4,Primavera
2020-04-07,Producto D,Categoria 1,462,Soleado,Black Friday,Sin promoción,34,15708,4,Primavera
2020-04-07,Producto E,Categoria 3,819,Lluvia,Navidad,Descuento,41,33579,4,Primavera
2020-04-08,Producto A,Categoria 3,484,Nevado,Black Friday,Descuento,21,10164,4,Primavera
2020-04-08,Producto B,Categoria 2,625,Nevado,Black Friday,Sin promoción,19,11875,4,Primavera
2020-04-08,Producto C,Categoria 1,614,Lluvia,Navidad,Sin promoción,25,15350,4,Primavera
2020-04-08,Producto D,Categoria 3,356,Nublado,Semana Santa,Descuento,8,2848,4,Primavera
2020-04-08,Producto E,Categoria 3,525,Lluvia,Semana Santa,Sin promoción,49,25725,4,Primavera
2020-04-09,Producto A,Categoria 3,401,Nublado,Semana Santa,Sin promoción,45,18045,4,Primavera
2020-04-09,Producto B,Categoria 1,710,Nevado,Black Friday,Sin promoción,16,11360,4,Primavera
2020-04-09,Producto C,Categoria 2,429,Nublado,Ninguno,Sin promoción,46,19734,4,Primavera
2020-04-09,Producto D,Categoria 1,334,Soleado,Lunes de Pascua,Descuento,44,14696,4,Primavera
2020-04-09,Producto E,Categoria 2,429,Lluvia,Lunes de Pascua,Sin promoción,17,7293,4,Primavera
2020-04-10,Producto A,Categoria 1,807,Nublado,Black Friday,Sin promoción,12,9684,4,Primavera
